label,gross,period,num_dependants,expected_adjustment,source
"MLA2 $4979.00/monthly/spouse",4979,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4979.00/monthly/1ch",4979,monthly,1,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4979.00/monthly/2ch",4979,monthly,2,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4979.00/monthly/3ch",4979,monthly,3,100,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4979.00/monthly/4ch",4979,monthly,4,100,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4979.00/monthly/5ch",4979,monthly,5,100,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5122.00/monthly/spouse",5122,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5122.00/monthly/1ch",5122,monthly,1,22,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5122.00/monthly/2ch",5122,monthly,2,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5122.00/monthly/3ch",5122,monthly,3,91,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5122.00/monthly/4ch",5122,monthly,4,104,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5122.00/monthly/5ch",5122,monthly,5,104,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5126.33/monthly/spouse",5126.33,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5126.33/monthly/1ch",5126.33,monthly,1,17,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5126.33/monthly/2ch",5126.33,monthly,2,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5126.33/monthly/3ch",5126.33,monthly,3,91,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5126.33/monthly/4ch",5126.33,monthly,4,104,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5126.33/monthly/5ch",5126.33,monthly,5,104,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5269.33/monthly/spouse",5269.33,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5269.33/monthly/1ch",5269.33,monthly,1,9,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5269.33/monthly/2ch",5269.33,monthly,2,43,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5269.33/monthly/3ch",5269.33,monthly,3,82,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5269.33/monthly/4ch",5269.33,monthly,4,104,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5269.33/monthly/5ch",5269.33,monthly,5,104,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5273.67/monthly/spouse",5273.67,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5273.67/monthly/1ch",5273.67,monthly,1,9,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5273.67/monthly/2ch",5273.67,monthly,2,43,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5273.67/monthly/3ch",5273.67,monthly,3,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5273.67/monthly/4ch",5273.67,monthly,4,104,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5273.67/monthly/5ch",5273.67,monthly,5,104,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5416.67/monthly/spouse",5416.67,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5416.67/monthly/1ch",5416.67,monthly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5416.67/monthly/2ch",5416.67,monthly,2,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5416.67/monthly/3ch",5416.67,monthly,3,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5416.67/monthly/4ch",5416.67,monthly,4,104,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5416.67/monthly/5ch",5416.67,monthly,5,108,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5421.00/monthly/spouse",5421,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5421.00/monthly/1ch",5421,monthly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5421.00/monthly/2ch",5421,monthly,2,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5421.00/monthly/3ch",5421,monthly,3,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5421.00/monthly/4ch",5421,monthly,4,104,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5421.00/monthly/5ch",5421,monthly,5,108,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5564.00/monthly/spouse",5564,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5564.00/monthly/1ch",5564,monthly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5564.00/monthly/2ch",5564,monthly,2,22,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5564.00/monthly/3ch",5564,monthly,3,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5564.00/monthly/4ch",5564,monthly,4,91,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5564.00/monthly/5ch",5564,monthly,5,113,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5568.33/monthly/spouse",5568.33,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5568.33/monthly/1ch",5568.33,monthly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5568.33/monthly/2ch",5568.33,monthly,2,22,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5568.33/monthly/3ch",5568.33,monthly,3,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5568.33/monthly/4ch",5568.33,monthly,4,91,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5568.33/monthly/5ch",5568.33,monthly,5,113,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5711.33/monthly/spouse",5711.33,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5711.33/monthly/1ch",5711.33,monthly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5711.33/monthly/2ch",5711.33,monthly,2,9,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5711.33/monthly/3ch",5711.33,monthly,3,43,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5711.33/monthly/4ch",5711.33,monthly,4,82,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5711.33/monthly/5ch",5711.33,monthly,5,113,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5715.67/monthly/spouse",5715.67,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5715.67/monthly/1ch",5715.67,monthly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5715.67/monthly/2ch",5715.67,monthly,2,9,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5715.67/monthly/3ch",5715.67,monthly,3,43,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5715.67/monthly/4ch",5715.67,monthly,4,82,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $5715.67/monthly/5ch",5715.67,monthly,5,113,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $6721.00/monthly/spouse",6721,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $6721.00/monthly/1ch",6721,monthly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $6721.00/monthly/2ch",6721,monthly,2,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $6721.00/monthly/3ch",6721,monthly,3,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $6721.00/monthly/4ch",6721,monthly,4,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $6721.00/monthly/5ch",6721,monthly,5,35,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $6725.33/monthly/spouse",6725.33,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $6725.33/monthly/1ch",6725.33,monthly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $6725.33/monthly/2ch",6725.33,monthly,2,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $6725.33/monthly/3ch",6725.33,monthly,3,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $6725.33/monthly/4ch",6725.33,monthly,4,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $6725.33/monthly/5ch",6725.33,monthly,5,35,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $7171.67/monthly/spouse",7171.67,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $7171.67/monthly/1ch",7171.67,monthly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $7171.67/monthly/2ch",7171.67,monthly,2,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $7171.67/monthly/3ch",7171.67,monthly,3,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $7171.67/monthly/4ch",7171.67,monthly,4,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $7171.67/monthly/5ch",7171.67,monthly,5,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $7176.00/monthly/spouse",7176,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $7176.00/monthly/1ch",7176,monthly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $7176.00/monthly/2ch",7176,monthly,2,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $7176.00/monthly/3ch",7176,monthly,3,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $7176.00/monthly/4ch",7176,monthly,4,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $7176.00/monthly/5ch",7176,monthly,5,0,"ATO MLA Scale 2 2026-27 sample data"
